,Charity_Legal_Name,Address_Line_1,Town_City,State,Postcode,Country,Charity_Website,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness
192,ACF - Australian Care Foundation Limited,U 202 39 Queen St,Auburn,New South Wales,2144,Australia,http://www.australiancarefoundation.org.au,,,Y,,,,,,Y
193,Australians Detained Abroad Limited,,,,,Australia,http://australiansdetainedabroad.org,,Y,,,,,,,
194,Hartley Ridge/Singleton Preschool Association Incorporated,30 Singleton Drive,endeavour hills,VIC,3802,Australia,singletonpreschool.wix.com/singleton,Y,,,,Y,,,,
195,Lakes Entrance Aboriginal Health Association Inc,,,,,Australia,,,,,Y,Y,Y,,Y,Y
196,Christian Science Committee On Publication Victoria,14 Holland St,Wembley,Western Australia,6014,Australia,,,,,,,,,,
197,Ballarat Mechanics Institute Foundation,117-119 Sturt St,Ballarat Central,Victoria,3350,Australia,www.ballaratmi.org.au,,,,,,Y,,Y,
198,Live for Lily Foundation,Po Box 361,Ascot Vale,Victoria,3032,Australia,www.liveforlily.org.au,,,,Y,,,,,
199,Daarul Quraan Victoria,4 Banfield St,Bell Park,Victoria,3215,Australia,,Y,,Y,Y,,Y,,Y,
200,Church Of Hope Inc,19 Ohio Cres,Narre Warren,Victoria,3805,Australia,www.coh.org.au,,,,,,Y,Y,Y,Y
201,The Trustee For The Hugh D T Williamson Foundation Trust,GPO Box 2307,Melbourne,VIC,3001,,,,,,,,,,,
202,Birchip RSL Sub-Branch Patriotic Fund,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
203,Mindful Makings Inc,24 Toorak Dr,Dingley Village,Victoria,3172,Australia,www.mindfulmakings.org,,,Y,,,Y,Y,Y,Y
204,Melbourne Tramcar Preservation Association Inc.,324 Sago Hill Rd,Haddon,Victoria,3351,Australia,mtpa.com.au,,,,Y,Y,Y,,Y,
205,THE TRUSTEE FOR FONDA FAMILY CHARITABLE FOUNDATION,,,,,,,,,,,,,Y,,
206,St John's Lutheran Church Geelong,,,,,Australia,https://www.stjohnsgeelong.org.au/,,,,,Y,,,,Y
207,Homily Fellowship Wesleyan Methodist Church,35 Toulon Dr,Templestowe Lower,Victoria,3107,Australia,www.homilyfellowship.com,,,,,Y,Y,,Y,
208,Hamilton Pastoral & Agricultural Society Inc.,Hamilton Showgrounds,Hamilton,VIC,3300,Australia,http://www.hamiltonshowgrounds.com.au/,,,,,,,,,
209,NATIONAL HOME MISSION FUND OF THE ANGLICAN CHURCH OF AUSTRALIA AS THE OPERATOR OF A PBI,L 5 Se 4 189-197 Kent St,Sydney,New South Wales,2000,Australia,,,,,,,,,,
210,Saint John Of God Hospital Auxiliary,80 Myers St,Geelong,Victoria,3220,Australia,sjog.org.au,,,,,Y,,,,
211,Feeding Young Minds Inc,PO Box 2327,Oakleigh,VIC,3166,Australia,http://www.feedingyoungminds.org,Y,,,,Y,Y,Y,Y,
212,Connections Church Inverloch Inc.,Po Box 498,Inverloch,Victoria,3996,Australia,http://connectionschurch.com.au,,,,Y,Y,Y,,Y,
213,Lakes Entrance Baptist Church,141 Princes Hwy,Lakes Entrance,Victoria,3909,Australia,http://www.lebc.org.au,,,,,Y,,,,
214,Alfred Healthcare Trustsa C H Power Scholarship,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
215,Anglican Parish Of Westmeadows/Bulla,27 Pascoe St,Westmeadows,Victoria,3049,Australia,https://www.anglicanwestmeadowsbulla.com.au,,,,,Y,,,,
216,J & X Charity Association Incorporated,3 Bouverie St,Carlton,Victoria,3053,Australia,,,,,,Y,,,,
217,Monash University,Monash University,Clayton,Victoria,3800,Australia,https://www.monash.edu/,Y,,,,,Y,Y,Y,
218,Ballarat Pink Phoenix Breast Cancer Support Group Inc.,Po Box 238,Sebastopol,Victoria,3356,Australia,www.ballaratpinkphoenix.org.au,,,,,,Y,,,
219,Friends Of Stony Creek,35 Severn St,Yarraville,Victoria,3013,Australia,http://www.geocities.ws/stonyck/,,,,Y,Y,,,,
220,Werribee Gospel Trust,,,,,,,,,,,,,,,
221,The Basin Theatre Group Inc,9 Simpsons Rd,The Basin,Victoria,3154,Australia,www.thebasintheatre.org.au,,,,,Y,,,,
222,The Turkish Islamic Society Mildura Inc.,49 Tenth St,Mildura,Victoria,3500,Australia,,,,,,Y,,Y,,
223,The Trustee for Beit Rafael Benevolent Institution,28 Talbot Ave,St Kilda East,Victoria,3183,Australia,www.beitrafael.org,,,,Y,Y,Y,Y,Y,Y
224,Chairo Parent Governed Christian Education Limited,76 Balfour Rd,Drouin,Victoria,3818,Australia,chairo.vic.edu.au,Y,,,Y,Y,,Y,,
225,The Community Of The Holy Name,40 Cavanagh St,Cheltenham,Victoria,3192,Australia,www.chnmelb.com.au,,,,,,,Y,,
226,The Rigg Memorial Trust Fund,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,Y,,,,,,,,
227,NHW Pennydale Incorporated,41 Stuart Ave,Cheltenham,Victoria,3192,Australia,https://www.facebook.com/groups/726631200749574,,,,,Y,,,,
228,Rado Family Foundation,L 8 416-420 Collins St,Melbourne,Victoria,3000,Australia,,,,,,,,,,
229,SUNSHINE RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
230,Church Of The Ascension Anglican Church Springvale,6 Boonah St,Springvale,Victoria,3171,Australia,,,,,,Y,Y,Y,Y,
231,Berrabri Pre School Association Inc,Berrabri Pre School Centre,Scoresby,Victoria,3179,Australia,,Y,,,,,,,,
232,Wyndham Common Equity Rental Housing Co Operative Ltd,,,,,,,,,,,,,,,
233,Light Community Baptist Church,42-44 Dublin Rd,Ringwood East,Victoria,3135,Australia,www.lightcommunity.org.au,,,,Y,Y,,,,
234,J Askew Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
235,Hope Centre Incorporated,95 Station Road,Glenroy,VIC,3046,Australia,www.hopecentreglenroy.com,,,,Y,Y,,,,
236,Maldon Urban Landcare Inc.,25 Franklin St,Maldon,Victoria,3463,Australia,,,,,,,,,,
237,LAM Australia Research Alliance,,,,,,,,,,,,Y,,,
238,Carers Victoria Limited,L 1 485 La Trobe Street,Melbourne,Victoria,3000,Australia,https://www.carersvictoria.org.au,,,Y,Y,Y,Y,Y,Y,Y
239,The Trustee For The Doepke Foundation,44 Pirie Street,Adelaide,SA,5000,AUSTRALIA,,,,,,,,,,
240,The Trustee For St Patricks Cathedral Melbourne Music Trust,Po Box 146,East Melbourne,Victoria,8002,Australia,,,,,Y,Y,,,,
241,The Australian Cartoon Museum Inc,"Shop 17, Ground Floor",The District  Docklands,VIC,3008,Australia,www.theaustraliancartoonmuseum.com.au,Y,,,Y,,,,,
242,Maroondah City Church Incorporated,320-340 Wonga Rd,Warranwood,Victoria,3134,Australia,mcchurch.org.au,,,,Y,Y,,,,
243,Christian College Geelong Foundation Ltd,18-32 Burdekin Rd,Highton,Victoria,3216,Australia,www.ccgfoundation.org.au,Y,,,Y,Y,Y,Y,Y,
244,The Simonds Family Foundation,,,,,,,,,,,,,,,
245,HOME GROWN MUSICALS (AUS) LTD.,U 3 6 Kiewa Cres,Dallas,Victoria,3047,Australia,http://www.homegrownaus.com/,,,,,,Y,,Y,
246,Little Paws and Big Paws Animal Rescue Inc,,,,,Australia,,,,,,,,,,
247,Siasi Uesiliana Tauataina o Tonga 'i Aositelelia,100 - 106 First Road,Berkshire Park,NSW,2765,Australia,https://www.sutt.org.au/,,,,,,,,,
248,Gods Royal Assembly Inc,146 Ashley St,Maidstone,Victoria,3012,Australia,https://www.godsroyalassembly.org.au,,,,Y,Y,,Y,,Y
249,The King David School ELC Limited,373 Dandenong Rd,Armadale,Victoria,3143,Australia,https://www.kds.vic.edu.au/,Y,,,,,,,,
250,The Trustee For Reddie Arthur Daniel Estate,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
251,Kindred Spirits Enterprises,Po Box 390,Morwell,Victoria,3840,Australia,www.kindredspirits.org.au,Y,,Y,Y,Y,Y,Y,Y,
252,Good Old Days Working Farm Museum Inc,402 Clarke Rd,Deanside,Victoria,3336,Australia,,,,,,,,,,
253,Connextions Limited,1a Footmark Ct,West Wodonga,Victoria,3690,Australia,www.connextions.org.au,,,Y,Y,,,,,
254,The Trustee For The Anglican Diocese Of Melbourne Aborigines' Trust Fund,209 Flinders Lane,Melbourne,VIC,3000,,www.melbourneanglican.org.au,,,,,,,,,
255,ORTHOSPORT VICTORIA RESEARCH UNIT LTD,L 5 89 Bridge Rd,Richmond,Victoria,3121,Australia,www.osv.com.au,,,,,,,,,
256,True Buddha School Buddhist Meditation Association Inc,10 Stafford St,Huntingdale,Victoria,3166,Australia,www.shanming.org.au,,,,,Y,,,,
257,Frankston Rsl Sub Branch Inc,183 Cranbourne Rd,Frankston,Victoria,3199,Australia,https://www.frankstonrsl.com.au,,,Y,,,,,,
258,U3A Croydon Inc,Keystone Complex,Croydon,Victoria,3136,Australia,https://u3acroydon.org.au/,Y,,,,,Y,,Y,
259,MEUNASAH ACEH LTD,,,,,,,,,Y,,Y,,Y,,Y
260,SUPPORT 4 EMPLOYMENT LIMITED,U 33 91 Moreland St,Footscray,Victoria,3011,Australia,www.s4e.org.au,,,Y,,,Y,Y,Y,Y
261,GAMES FOR CHANGE ASIA-PACIFIC PTY. LTD.,L 17 31 Queen St,Melbourne,Victoria,3000,Australia,https://apac.gamesforchange.org/,Y,,,Y,,Y,,Y,
262,CENTRAL SERVICE OFFICE VICTORIA LTD.,1/36 Church Street,Richmond,VIC,3121,Australia,aavictoria.org.au,,,Y,,Y,Y,,Y,
263,International Association Of Chiron Healers Incorporated,1002 Lydiard St N,Ballarat North,Victoria,3350,Australia,www.iachi.com,,,,,Y,Y,,Y,
264,JOURNEY AUSTRALIA LTD,6 Glenroy Rd,Hawthorn,Victoria,3122,Australia,journeyaustralia.org,,,,,,Y,,Y,
265,Nagle College,20 Hope Avenue,BAIRNSDALE,VIC,3875,,www.nagle.vic.edu.au,Y,,,Y,,,,,
266,AKAAL SHAOUNI LIMITED,1565a Dandenong-hastings Rd,Langwarrin,Victoria,3910,Australia,,Y,,,,Y,,,,
267,The Trustee For The Ara Research Trust,Royal Australian College Of Ph,Sydney,New South Wales,2000,Australia,,,,,Y,,,,,
268,Melbourne Eternal Church (MEC) Incorporated,7 Rakaia Way,Docklands,Victoria,3008,Australia,eternalmelbourne.com.au,,,,Y,Y,,,,
269,Experience Life,PO Box 380,Gembrook,Victoria,3783,Australia,https://www.adam.org.au,,Y,Y,Y,,Y,,Y,
270,Solomon Family Charitable Trust,,,,,,,,,,Y,,,,,
271,The Trustee For The Y K Ong Memorial Fund,,,,,,,,,,,,,,,
272,Melbourne Steam Traction Engine Club Incorporated,1200 Ferntree Gully Rd,Scoresby,Victoria,3179,Australia,www.melbournesteam.com.au,,,,Y,Y,Y,,Y,
273,Catholic Education Office Warragul,6 Witton Street,Warragul,VIC,3820,,www.ceosale.catholic.edu.au,Y,,,Y,,,,,
274,MORWELL RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,Y,,,,,,
275,St Stephens Anglican Church Belmont,42 Regent St,Belmont,Victoria,3216,Australia,www.ststephensbelmont.org.au,,,,,Y,Y,Y,Y,Y
276,Poets Grove Family And Children's Centre Inc.,18 Poets Gr,Elwood,Victoria,3184,Australia,http://poetsgrove.com/,,,Y,,,,,,
277,Partisans Australia Inc.,Po Box 98,Drouin,Victoria,3818,Australia,http://www.partisansaustralia.org,,,Y,Y,Y,Y,Y,Y,Y
278,St Bernadettes Catholic Church North Sunshine,59B Westmoreland Road,Sunshine North,VIC,3020,,https://www.cam1.org.au/sunshinenorth,,,,Y,Y,Y,Y,Y,Y
279,Nazareth United Pentecostal Church Inc.,"59 Boronia Rd,",Boronia,VIC,3155,Australia,,,,,Y,Y,Y,Y,Y,Y
280,Baha'i Community of Merri-Bek,PO Box 497,Brunswick,VIC,3056,Australia,,,,,,Y,,,,
281,WURRUK COMMUNITY HOUSE INC,4 White Court,WURRUK,VIC,3850,Australia,https://www.facebook.com/WurrukCommunityHouse,,,Y,Y,Y,Y,Y,Y,Y
282,Young People's Legal Rights Centre Inc,147 -155 Pelham St,Carlton,Victoria,3053,Australia,www.youthlaw.asn.au,,Y,Y,Y,,Y,Y,Y,Y
283,The Humble Mission of Melbourne Incorporated,16 Montpellier Dr,Hillside,Victoria,3037,Australia,www.facebook.com/thehumblemission/,,,Y,Y,Y,Y,Y,Y,Y
284,SEA-Legal Charity,"Office 8, 211 Warrigal Road",Hughesdale,Victoria,3166,Australia,https://sea-charity.com/,,,Y,,,,Y,,
285,St Malachy's School,34 Lake Street,Edenhope,VIC,3318,,,Y,,,Y,Y,Y,Y,Y,
286,Oasis Baptist Church Independent,,,,,Australia,,,,,,Y,,,,
287,Swan Bay Environment Association Inc.,14 Mercer St,Queenscliff,Victoria,3225,Australia,http://www.swanbayenvironment.org.au,,,,,Y,,,,
288,The Marin Charitable Trust,L 6 432 St Kilda Rd,Melbourne,Victoria,3004,Australia,,,,,,Y,,Y,,
289,ELF SQUAD INC,Se 2 128 Yarra St,Geelong,Victoria,3220,Australia,http://www.elfsquad.com.au,,,Y,,Y,,,,
290,Belgium Avenue Neighbourhood House Incorporated,9 Belgium Ave,Richmond,Victoria,3121,Australia,www.banhinc.com.au,,,Y,Y,Y,Y,Y,Y,
291,Crystal Lee Foundation Incorporated,33 Villiers St,Port Fairy,Victoria,3284,Australia,crystallee.org,Y,,Y,Y,Y,Y,Y,Y,Y
292,The Bible Museum,125-133 Napier St,St Arnaud,Victoria,3478,Australia,www.thebiblemuseum.com.au,,,,,,,,,
293,The Trustee For Australian Wool Education Trust,70 Robertson St,Kensington,Victoria,3031,Australia,http://www.woolwise.com,Y,,,Y,,,,,
294,The Sweethearts Foundation Inc,Matthew Flinders Girls Seconda,Geelong,Victoria,3220,Australia,www.sweethearts.com.au,,,,,,Y,Y,,
295,Noble Park Christian Church,5-21 Hosken St,Springvale South,Victoria,3172,Australia,,,,,,Y,Y,,Y,
296,United Pentecostal Church Of Lynbrook Inc.,195 Hallam Rd,Lynbrook,Victoria,3975,Australia,www.upclynbrook.com.au,,,,Y,Y,Y,Y,Y,Y
297,The Friends of the Castlemaine Art Museum Incorporated,Po Box 917,Castlemaine,Victoria,3450,Australia,instagram.com/friends_of_cam,,,,,,,,,
298,The Trustee For The Inner North Community Foundation Charitable Fund,Level 2,Northcote,VIC,3070,AUSTRALIA,www.innernorthfoundation.org.au,,,,,,,,,
299,Our Lady Chin Community,2 Fox Ct,Sunshine West,Victoria,3020,Australia,,,,,Y,Y,Y,Y,Y,Y
300,Uca - Dingee,19 King St,Dingee,Victoria,3571,Australia,,,,,,Y,,,,
301,The Trustee For Doncaster Community Church Of Christ Tax Deduction Gift Fund,2 Short St,Doncaster,Victoria,3108,Australia,www.doncasterchurch.org.au,,,,Y,Y,Y,Y,Y,
302,Centre For Non-Violence,96 Pall Mall,Bendigo,Victoria,3550,Australia,http://cnv.org.au,,,,Y,Y,Y,Y,Y,Y
303,Harold and Marie McIlwain Foundation,AET limited,ADELAIDE,SA,5001,AUSTRALIA,,,,,,,,,,
304,Melbourne Glory Church Inc,23 Ropley Ave,Balwyn,Victoria,3103,Australia,http://www.mgc.org.au,,,,,,,,,
305,South Camberwell Uniting Church Gospel Hall,910 Toorak Road,Camberwell,VIC,3124,Australia,https://sthcamberwell.ucavictas.org.au/,,,,Y,,,,,
306,Amal Youssef Foundation Inc.,57B Theodore St,St Albans,VIC,3021,AUSTRALIA,,,,Y,,,,,,
307,Door Of Faith Church Inc,U 6 2 Industrial Dr,Somerville,Victoria,3912,Australia,,,,,Y,Y,Y,,Y,
308,St Johns Lutheran Primary School Portland,St John's Lutheran School,Portland,Victoria,3305,Australia,https://stjohnsportland.com.au/,Y,,,Y,,,,,
309,Sant Nirankari Mandal Australia Inc,,,,,,WWW.nirankari.org/australia,,,,Y,Y,Y,,Y,
310,Hillsong Citycare,1-9 Solent Circuit,Norwest,NSW,2153,,www.hillsong.com,,,,,,,,,
311,Trinity Grammar School Kew,40 Charles St,Kew,Victoria,3101,Australia,,Y,,,Y,,,,,
312,The George Hicks Foundation Ltd.,97 Spring St,Melbourne,Victoria,3000,Australia,www.georgehicksfoundation.org.au,,,Y,Y,Y,,,,Y
313,Open House Christian Involvement Centres,67 Strathallan Rd,Macleod,Victoria,3085,Australia,www.openhousecic.org.au,,,,Y,Y,Y,Y,Y,Y
314,North-Eastern Montessori School Association,North-Eastern Montessori School,315 Aqueduct Road,St Helena Victoria,3088,Australia,https://www.northeastern.vic.edu.au/,Y,,,Y,,,,,
315,Reachout Enterprises Ltd,Olivet Christian College,Campbells Creek,Victoria,3451,Australia,www.olivet.vic.edu.au,Y,,,Y,Y,Y,Y,Y,
316,Victorian Blue Light Youth Camp Inc,16 Phoenix St,Maldon,Victoria,3463,Australia,http://www.bluelightcamp.com.au,,,,Y,,Y,Y,Y,Y
317,Early Childhood Management Services Inc,192-198 High St,Northcote,Victoria,3070,Australia,www.ecms.org.au,Y,,,,,,,,
318,The Trustee For Price Coulsell Wilson Fund,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
319,Merri Creek Management Committee Inc,2 Lee St,Brunswick East,Victoria,3057,Australia,www.mcmc.org.au,,,,,,,,,
320,Wonthaggi & District Elderly Citizens Homes Inc,48 Baillieu Street West,Wonthaggi,VIC,3995,Australia,http://roselodge.net.au,,,,,,Y,Y,Y,Y
321,Tamil Educational Cultural & Charitable Association,1 Murugan Street,Deanside,Victoria,3336,Australia,www.tecca.org.au,,,Y,Y,Y,Y,,Y,
322,Ivanhoe Grammar School - Friends of Plenty Performing Arts,,,,,Australia,,Y,,,Y,,,,,
323,Hastings Seafarers Centre Inc,2B Bayview Rd,HASTINGS,VIC,3915,Australia,http://www.mts.org.au/hastings.html,,,,,,Y,,Y,
324,Everlasting Light Worship Centre,,,,,Australia,,,,,,,,,,
325,Genazzano FCJ College Limited,Genazzano F C J College,Kew,Victoria,3101,Australia,www.genazzano.vic.edu.au,Y,,,Y,,,,,
326,The Trustee For Estate J J Gardiner,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,Y,,,,,,
327,GREEK ORTHODOX ARCHDIOCESE OF AUSTRALIA CONSOLIDATED TRUST PARISH OF ST JOHNS NORTH CARLTON,998 LYGON STREET,NORTH CARLTON,VIC,3054,AUSTRALIA,,,,,,,,,,
328,Shepparton Church Of Christ,105 Corio St,Shepparton,Victoria,3630,Australia,www.sheppartonchurchofchrist.org.au,,,,,Y,,Y,,
329,AG Leech Kindergarten Inc,Leech Kindergarten,Maryborough,Victoria,3465,Australia,,Y,,,,,,,,
330,Rippon Lea Endowment Fund Ltd,The Andrews Centre,ENDEAVOUR HILLS,VIC,3802,AUSTRALIA,,,,,,,,,,
331,The ARK of Veterans,3 Carnarvon St,Lang Lang,Victoria,3984,Australia,,,,,,,,,,
332,Australian Pituitary Foundation,Po Box 2195,keperra,Queensland,4054,Australia,www.pituitary.asn.au,,,Y,Y,Y,Y,,Y,
333,The Trustee For Richard Pratt Fellowships In Prostate Cancer,L 11 2 Southbank Bvd,Southbank,Victoria,3006,Australia,,,,,,,,,Y,
334,Trustees of the Daughters of Charity of Saint Vincent De Paul,176,Marsfield,NSW,2122,Australia,www.daughtersofcharityrosalierendu.org,,,,,,,,,Y
335,H.F. RADIO CLUB INCORPORATED,Po Box 1656,Charters Towers,Queensland,4820,Australia,https://hfradioclub.com.au,Y,,,,,Y,,Y,
336,St Peters College,1005 Cranbourne-Frankston Road,CRANBOURNE,VIC,3977,,www.stpeters.vic.edu.au,Y,,,Y,,,,,
337,The Russian Imperial Order of Saint Michael Archangel,52 Fenton Ct,Keysborough,Victoria,3173,Australia,,,,,,Y,,,,Y
338,Engineers Without Borders Australia Ltd,552 Victoria Street,North Melbourne,VIC,3051,AUSTRALIA,www.ewb.org.au,,,Y,,,,,,
339,Reformed Presbyterian Church Of Australia - Mckinnon,,,,,Australia,,,,,,,,,,
340,Bairnsdale Presbyterian Church,159 Nicholson St,Bairnsdale,,3875,Australia,www.bairnsdalechurch.org.au,,,,,Y,,,,
341,Masih Church Melbourne Inc.,9 Quarters St,Aintree,Victoria,3336,Australia,masihchurch.com.au,,,,Y,Y,Y,,Y,
342,Quest Foundation Inc,9 Wrixon St,Kew,Victoria,3101,Australia,,,,Y,,,,,,
343,HousingFirst Ltd,L 3 492 St Kilda Rd,Melbourne,Victoria,3004,Australia,www.housingfirst.org.au,,,Y,,,,,,Y
344,The Stagemaster Inc,15 Childers St,Canberra,Australian Capital Territory,2601,Australia,https://www.thestreet.org.au/,,,,Y,Y,Y,,Y,
345,Aged Care Services 16 (Millward) Pty Ltd,L 12 135 King St,Sydney,New South Wales,2000,Australia,https://japara.com.au/,,,Y,,,,Y,,
346,Habitat Restoration Fund,Po Box 498,Dromana,Victoria,3936,Australia,hrfund.org,,,,,Y,Y,,Y,
347,Bass Coast Landcare Network Inc,2-4 Bass School Rd,Bass,Victoria,3991,Australia,basscoastlandcare.org.au,,,,Y,Y,Y,Y,Y,
348,The Legacy Club Of Shepparton Inc,20 Edward St,Shepparton,Victoria,3630,Australia,,,,Y,,,,,,
349,Field Naturalists Club Of Ballarat Incorporated,Po Box 328w,Ballarat West,Victoria,3350,Australia,http://fieldnatballarat.wordpress.com,,,,Y,Y,,,,
350,Anglican Parish Of Hamilton,PO Box 89,Ballarat,VIC,3353,AUSTRALIA,www.hamiltonanglican.org.au,,,,,,,,,
351,Rdns Homecare Limited,Level 3,KELVIN GROVE,QLD,4059,AUSTRALIA,www.boltonclarke.com.au/,,,,,,Y,,Y,
352,Beacon Community Connections Inc,600 Wyndham St,Shepparton,VIC,3630,Australia,https://www.beaconcc.org.au/,,,Y,,Y,Y,Y,Y,Y
353,McCredden Charitable Trust,L 7 24-28 Collins St,Melbourne,Victoria,3000,Australia,,,,,Y,Y,,Y,,Y
354,Piers K Fowler Scholarship Fund Ltd,U 2 12 Neave St,Hawthorn East,Victoria,3123,Australia,,Y,,,,Y,,,,
355,Racing Hearts Therapy Incorporated,106 Graydens Rd,Moorooduc,Victoria,3933,Australia,www.racinghearts.com.au,,,Y,Y,Y,Y,Y,Y,Y
356,Sophia Resources Inc,,,,,Australia,,,,,,,Y,,Y,
357,COPTIC ORTHODOX PATRIARCHATEST GEORGE CHURCH,20 Chelmsford Ave,Croydon,,2132,Australia,,,,,Y,,,,,
358,Kangaroo Ground Presbyterian Church,265 Eltham-yarra Glen Rd,Kangaroo Ground,Victoria,3097,Australia,http://www.kgpc.org.au,,,,Y,Y,,,,
359,Glory International Church,20 Ardgower Ct,Templestowe Lower,Victoria,3107,Australia,,,,,Y,Y,Y,Y,Y,Y
360,Right Track Services Inc.,10 Cormistom Rd,Ringwood North,Victoria,3134,Australia,,,,,,,,,,
361,Garden of Hope Mildura Inc,158 Seventeenth St,Cabarita,Victoria,3505,Australia,www.gardenofhopemildura.org,,,,Y,Y,Y,Y,Y,
362,Eastern Hills Community Church,86 Croydon Hills Dr,Croydon Hills,Victoria,3136,Australia,ehillschurch.com,,,,Y,Y,Y,Y,Y,
363,Xavier College Ignatius Education Fund,Xavier College,Kew,Victoria,3101,Australia,https://www.xavier.vic.edu.au/our-future/our-foundation,Y,,,Y,,,Y,Y,
364,Eastern Chinese Christian Church Incorporated,9 Anthony St,Dandenong North,Victoria,3175,Australia,www.covenantchurch.org.au/,,,,,,,,,
365,The trustee for the Melbourne Church of Christ Miscellaneous Trust,54 Centre Dandenong Rd,Cheltenham,Victoria,3192,Australia,www.melbournecoc.org,,,,,Y,,,,
366,Good Shepherd Parish,34 Academy Avenue,Wheelers Hill,VIC,3150,,http://www.goodshepherdpar.org.au,,,,Y,Y,Y,Y,Y,Y
367,Dicker Harry Trust,GPO Box 2307,Melbourne,VIC,3001,AUSTRALIA,,,,,,,,,,
368,MELBOURNE CHINESE THEATRE INC.,U 505b 640 Swanston St,Carlton,Victoria,3053,Australia,www.melbournechinesetheatre.com,Y,,,,,,,,
369,Avoca Sub-Branch Of The Returned & Services League Of Australia (Victorian Branch) Inc,157 High St,Avoca,Victoria,3467,Australia,,,,,Y,Y,Y,Y,Y,Y
370,Murrayville Memorial Bush Nursing Hospital Incorporated,28-32 Gray St,Murrayville,Victoria,3512,Australia,,,,,,,,,,
371,Jesus Youth Australia,140 Westbourne Gr,Northcote,Victoria,3070,Australia,www.jesusyouth.org.au,,,,,Y,,,,
372,The Trustee For Bendigo Health Care Group Foundation Charitable Trust,Bendigo Health Care Group,Bendigo,Victoria,3550,Australia,http://www.bendigohealthfoundation.org.au/,,,Y,,,,,,
373,Legend Park Pre School Assoc Inc,,,,,Australia,https://legendpark.org/,Y,,,Y,,,,,
374,Pink Cross Foundation Australia Inc,210 Dorcas St,South Melbourne,Victoria,3205,Australia,https://pinkcross.org.au/,,,Y,,Y,Y,Y,Y,
375,DERRINALLUM RSL SUB-BRANCH PATRIOTIC FUND,ANZAC House 4 Collins Street,MELBOURNE,VIC,3000,,,,,,,,,,,
376,Linger Longer Country Common Equity Rental Co-Operative Ltd,PO BOX 455,YARRAWONGA,VIC,3730,AUSTRALIA,,,,Y,,,,,,
377,Awhi Melbourne Inc,5 Desert Gum Tce,Manor Lakes,Victoria,3024,Australia,,,,Y,Y,Y,Y,Y,Y,Y
378,Reach 4 Your Future Foundation Inc.,Level 4,Malvern,VIC,3144,Australia,www.reach4yourfuturefoundation.org,Y,,,,,,,,
379,Space2b Social Design Inc.,144-148 Chapel St,St Kilda,Victoria,3182,Australia,www.space2b.com.au,Y,,Y,,,,,,
380,Wirn Wirn Dook Common Equity Rental Housing Co-Operative Ltd,PO BOX 311,MAFFRA,VIC,3860,AUSTRALIA,,,,,,,,,,
381,The Mildura Life Saving Club Incorporated,582 Cureton Ave,Mildura,VIC,3500,Australia,www.milduralifesaving.com,,,Y,Y,Y,,,,
382,South Warrnambool Presbyterian Church,11a Macdonald St,Warrnambool,Victoria,3280,Australia,warrnamboolpc.org.au,,,,,,,,,
383,Boroondara General Cemetery,432 High St,Kew,Victoria,3101,Australia,www.kewcemetery.com.au,,,,Y,Y,,Y,,
384,FITZROY LEGAL SERVICE INC,Po Box 297,Fitzroy,Victoria,3065,Australia,https://fls.org.au/,,,Y,,Y,Y,Y,Y,Y
385,The Trustee For The Alan Missen Foundation,Marin Accountants,Melbourne,VIC,3004,Australia,,Y,,,,,,,,
386,St Brendan's Catholic Church - Cororooke,737 Corangamite Lake Road,Coragulac,VIC,3249,AUSTRALIA,https://www.ballarat.catholic.org.au/parish/cororooke/,,,,,,,,,
387,Trustees Of The Vincentian Fathers,Po Box 3717,Marsfield,New South Wales,2122,Australia,,,,,,,,,,
388,GEELONG INTERFAITH NETWORK,13 Adzar Rd,Newcomb,Victoria,3219,Australia,www.geelonginterfaith.org.au,,,,,,,,,
